error,type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.estimatedTime,arrival.delay,departure.gate,arrival.gate,arrival.terminal,arrival.baggage
date_from < 1 year from current date!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,arrival,landed,tpe,rctp,1,2024-07-21t16:00:00.000,2024-07-21t16:00:00.000,pqc,vvpq,2024-07-21t18:40:00.000,,a1,a1,2847,a12847,a12847,vietjet air,vj,vjc,847,vj847,vjc847,,2024-07-21t15:57:00.000,2024-07-21t15:57:00.000,2024-07-21t15:57:00.000,2024-07-21t18:19:00.000,2024-07-21t18:19:00.000,2024-07-21t18:19:00.000,2024-07-21t18:15:00.000,,b3,,,
,arrival,landed,tpe,rctp,1,2024-07-21t16:00:00.000,2024-07-21t16:00:00.000,pqc,vvpq,2024-07-21t18:40:00.000,flexflight,w2,fxt,4847,w24847,fxt4847,vietjet air,vj,vjc,847,vj847,vjc847,,2024-07-21t15:57:00.000,2024-07-21t15:57:00.000,2024-07-21t15:57:00.000,2024-07-21t18:19:00.000,2024-07-21t18:19:00.000,2024-07-21t18:19:00.000,2024-07-21t18:15:00.000,,b3,,,
,arrival,landed,tpe,rctp,1,2024-07-21t16:00:00.000,2024-07-21t16:00:00.000,pqc,vvpq,2024-07-21t18:40:00.000,vietjet air,vj,vjc,847,vj847,vjc847,,,,,,,,2024-07-21t15:57:00.000,2024-07-21t15:57:00.000,2024-07-21t15:57:00.000,2024-07-21t18:19:00.000,2024-07-21t18:19:00.000,2024-07-21t18:19:00.000,2024-07-21t18:15:00.000,,b3,,,
,arrival,landed,sgn,vvts,1,2024-07-21t18:30:00.000,2024-07-21t18:30:00.000,pqc,vvpq,2024-07-21t19:30:00.000,,a1,a1,2337,a12337,a12337,vietjet air,vj,vjc,337,vj337,vjc337,102.0,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,,,,2024-07-21t21:04:00.000,94.0,,,,
,arrival,landed,sgn,vvts,1,2024-07-21t18:30:00.000,2024-07-21t18:30:00.000,pqc,vvpq,2024-07-21t19:30:00.000,flexflight,w2,fxt,4337,w24337,fxt4337,vietjet air,vj,vjc,337,vj337,vjc337,102.0,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,,,,2024-07-21t21:04:00.000,94.0,,,,
,arrival,landed,sgn,vvts,1,2024-07-21t18:30:00.000,2024-07-21t18:30:00.000,pqc,vvpq,2024-07-21t19:30:00.000,,h1,h1,4528,h14528,h14528,vietjet air,vj,vjc,337,vj337,vjc337,102.0,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,,,,2024-07-21t21:04:00.000,94.0,,,,
,arrival,landed,sgn,vvts,1,2024-07-21t18:30:00.000,2024-07-21t18:30:00.000,pqc,vvpq,2024-07-21t19:30:00.000,vietjet air,vj,vjc,337,vj337,vjc337,,,,,,,102.0,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,,,,2024-07-21t21:04:00.000,94.0,,,,
,arrival,landed,khh,rckh,i,2024-07-21t17:10:00.000,2024-07-21t21:00:00.000,pqc,vvpq,2024-07-21t19:30:00.000,,h1,h1,5131,h15131,h15131,vietjet air,vj,vjc,993,vj993,vjc993,232.0,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,,,,2024-07-21t22:57:00.000,208.0,24,,,
,arrival,landed,khh,rckh,i,2024-07-21t17:10:00.000,2024-07-21t21:00:00.000,pqc,vvpq,2024-07-21t19:30:00.000,,a1,a1,2993,a12993,a12993,vietjet air,vj,vjc,993,vj993,vjc993,232.0,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,,,,2024-07-21t22:57:00.000,208.0,24,,,
,arrival,landed,khh,rckh,i,2024-07-21t17:10:00.000,2024-07-21t21:00:00.000,pqc,vvpq,2024-07-21t19:30:00.000,flexflight,w2,fxt,4993,w24993,fxt4993,vietjet air,vj,vjc,993,vj993,vjc993,232.0,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,,,,2024-07-21t22:57:00.000,208.0,24,,,
,arrival,landed,khh,rckh,i,2024-07-21t17:10:00.000,2024-07-21t21:00:00.000,pqc,vvpq,2024-07-21t19:30:00.000,vietjet air,vj,vjc,993,vj993,vjc993,,,,,,,232.0,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,,,,2024-07-21t22:57:00.000,208.0,24,,,
,arrival,landed,icn,rksi,1,2024-07-21t16:10:00.000,2024-07-21t16:42:00.000,pqc,vvpq,2024-07-21t19:55:00.000,eastar jet,ze,esr,581,ze581,esr581,,,,,,,37.0,2024-07-21t16:46:00.000,2024-07-21t16:46:00.000,2024-07-21t16:46:00.000,2024-07-21t19:59:00.000,2024-07-21t19:59:00.000,2024-07-21t19:59:00.000,2024-07-21t19:59:00.000,4.0,103,,,
,arrival,landed,sgn,vvts,1,2024-07-21t18:50:00.000,2024-07-21t19:09:00.000,pqc,vvpq,2024-07-21t20:00:00.000,vasco,0v,vfc,8021,0v8021,vfc8021,,,,,,,34.0,2024-07-21t19:24:00.000,2024-07-21t19:24:00.000,2024-07-21t19:24:00.000,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,2024-07-21t20:12:00.000,2024-07-21t20:20:00.000,13.0,,,,
,arrival,landed,han,vvnb,t1,2024-07-21t18:10:00.000,2024-07-21t18:10:00.000,pqc,vvpq,2024-07-21t20:15:00.000,,a1,a1,2449,a12449,a12449,vietjet air,vj,vjc,449,vj449,vjc449,129.0,2024-07-21t20:18:00.000,2024-07-21t20:18:00.000,2024-07-21t20:18:00.000,,,,2024-07-21t22:06:00.000,112.0,,,,
,arrival,landed,han,vvnb,t1,2024-07-21t18:10:00.000,2024-07-21t18:10:00.000,pqc,vvpq,2024-07-21t20:15:00.000,flexflight,w2,fxt,4449,w24449,fxt4449,vietjet air,vj,vjc,449,vj449,vjc449,129.0,2024-07-21t20:18:00.000,2024-07-21t20:18:00.000,2024-07-21t20:18:00.000,,,,2024-07-21t22:06:00.000,112.0,,,,
,arrival,landed,han,vvnb,t1,2024-07-21t18:10:00.000,2024-07-21t18:10:00.000,pqc,vvpq,2024-07-21t20:15:00.000,vietjet air,vj,vjc,449,vj449,vjc449,,,,,,,129.0,2024-07-21t20:18:00.000,2024-07-21t20:18:00.000,2024-07-21t20:18:00.000,,,,2024-07-21t22:06:00.000,112.0,,,,
,arrival,landed,sgn,vvts,1,2024-07-21t20:30:00.000,2024-07-21t20:30:00.000,pqc,vvpq,2024-07-21t21:30:00.000,vietnam airlines,vn,hvn,7825,vn7825,hvn7825,,,,,,,31.0,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,2024-07-21t21:01:00.000,2024-07-21t21:36:00.000,2024-07-21t21:36:00.000,2024-07-21t21:36:00.000,2024-07-21t21:36:00.000,6.0,,,,
,arrival,landed,cjj,rktu,,2024-07-21t18:30:00.000,2024-07-21t18:30:00.000,pqc,vvpq,2024-07-21t21:50:00.000,eastar jet,ze,esr,7583,ze7583,esr7583,,,,,,,8.0,2024-07-21t18:37:00.000,2024-07-21t18:37:00.000,2024-07-21t18:37:00.000,2024-07-21t21:47:00.000,2024-07-21t21:47:00.000,2024-07-21t21:47:00.000,2024-07-21t21:43:00.000,,7,,,
,arrival,landed,icn,rksi,1,2024-07-21t18:00:00.000,2024-07-21t21:20:00.000,pqc,vvpq,2024-07-21t22:00:00.000,,h1,h1,9954,h19954,h19954,jeju air,7c,jja,4103,7c4103,jja4103,286.0,2024-07-21t22:46:00.000,2024-07-21t22:46:00.000,2024-07-21t22:46:00.000,,,,2024-07-22t01:57:00.000,237.0,37,,,
,arrival,landed,icn,rksi,1,2024-07-21t18:00:00.000,2024-07-21t21:20:00.000,pqc,vvpq,2024-07-21t22:00:00.000,jeju air,7c,jja,4103,7c4103,jja4103,,,,,,,286.0,2024-07-21t22:46:00.000,2024-07-21t22:46:00.000,2024-07-21t22:46:00.000,,,,2024-07-22t01:57:00.000,237.0,37,,,
,arrival,landed,icn,rksi,2,2024-07-21t18:45:00.000,2024-07-21t19:51:00.000,pqc,vvpq,2024-07-21t22:40:00.000,jin air,lj,jna,91,lj91,jna91,,,,,,,94.0,2024-07-21t20:18:00.000,2024-07-21t20:18:00.000,2024-07-21t20:18:00.000,,,,2024-07-21t23:23:00.000,43.0,269,,,
,arrival,landed,icn,rksi,2,2024-07-21t19:15:00.000,2024-07-21t19:15:00.000,pqc,vvpq,2024-07-21t23:00:00.000,delta air lines,dl,dal,7865,dl7865,dal7865,korean air,ke,kal,487,ke487,kal487,30.0,2024-07-21t19:45:00.000,2024-07-21t19:45:00.000,2024-07-21t19:45:00.000,2024-07-21t22:51:00.000,2024-07-21t22:51:00.000,2024-07-21t22:51:00.000,2024-07-21t22:49:00.000,,246,,,
,arrival,landed,icn,rksi,2,2024-07-21t19:15:00.000,2024-07-21t19:15:00.000,pqc,vvpq,2024-07-21t23:00:00.000,vietnam airlines,vn,hvn,3467,vn3467,hvn3467,korean air,ke,kal,487,ke487,kal487,30.0,2024-07-21t19:45:00.000,2024-07-21t19:45:00.000,2024-07-21t19:45:00.000,2024-07-21t22:51:00.000,2024-07-21t22:51:00.000,2024-07-21t22:51:00.000,2024-07-21t22:49:00.000,,246,,,
,arrival,landed,icn,rksi,2,2024-07-21t19:15:00.000,2024-07-21t19:15:00.000,pqc,vvpq,2024-07-21t23:00:00.000,korean air,ke,kal,487,ke487,kal487,,,,,,,30.0,2024-07-21t19:45:00.000,2024-07-21t19:45:00.000,2024-07-21t19:45:00.000,2024-07-21t22:51:00.000,2024-07-21t22:51:00.000,2024-07-21t22:51:00.000,2024-07-21t22:49:00.000,,246,,,
,arrival,landed,icn,rksi,1,2024-07-21t22:35:00.000,2024-07-22t01:50:00.000,pqc,vvpq,2024-07-22t02:20:00.000,,h1,h1,9753,h19753,h19753,jeju air,7c,jja,4175,7c4175,jja4175,233.0,2024-07-22t02:28:00.000,2024-07-22t02:28:00.000,2024-07-22t02:28:00.000,,,,2024-07-22t05:34:00.000,195.0,104,,,
,arrival,landed,icn,rksi,1,2024-07-21t22:35:00.000,2024-07-22t01:50:00.000,pqc,vvpq,2024-07-22t02:20:00.000,jeju air,7c,jja,4175,7c4175,jja4175,,,,,,,233.0,2024-07-22t02:28:00.000,2024-07-22t02:28:00.000,2024-07-22t02:28:00.000,,,,2024-07-22t05:34:00.000,195.0,104,,,
,arrival,landed,icn,rksi,1,2024-07-22t01:45:00.000,2024-07-22t01:45:00.000,pqc,vvpq,2024-07-22t05:10:00.000,,a1,a1,2975,a12975,a12975,vietjet air,vj,vjc,975,vj975,vjc975,29.0,2024-07-22t02:14:00.000,2024-07-22t02:14:00.000,2024-07-22t02:14:00.000,2024-07-22t05:12:00.000,2024-07-22t05:12:00.000,2024-07-22t05:12:00.000,2024-07-22t05:11:00.000,3.0,106,,,
,arrival,landed,icn,rksi,1,2024-07-22t01:45:00.000,2024-07-22t01:45:00.000,pqc,vvpq,2024-07-22t05:10:00.000,flexflight,w2,fxt,4975,w24975,fxt4975,vietjet air,vj,vjc,975,vj975,vjc975,29.0,2024-07-22t02:14:00.000,2024-07-22t02:14:00.000,2024-07-22t02:14:00.000,2024-07-22t05:12:00.000,2024-07-22t05:12:00.000,2024-07-22t05:12:00.000,2024-07-22t05:11:00.000,3.0,106,,,
,arrival,landed,icn,rksi,1,2024-07-22t01:45:00.000,2024-07-22t01:45:00.000,pqc,vvpq,2024-07-22t05:10:00.000,,h1,h1,4540,h14540,h14540,vietjet air,vj,vjc,975,vj975,vjc975,29.0,2024-07-22t02:14:00.000,2024-07-22t02:14:00.000,2024-07-22t02:14:00.000,2024-07-22t05:12:00.000,2024-07-22t05:12:00.000,2024-07-22t05:12:00.000,2024-07-22t05:11:00.000,3.0,106,,,
,arrival,landed,icn,rksi,1,2024-07-22t01:45:00.000,2024-07-22t01:45:00.000,pqc,vvpq,2024-07-22t05:10:00.000,vietjet air,vj,vjc,975,vj975,vjc975,,,,,,,29.0,2024-07-22t02:14:00.000,2024-07-22t02:14:00.000,2024-07-22t02:14:00.000,2024-07-22t05:12:00.000,2024-07-22t05:12:00.000,2024-07-22t05:12:00.000,2024-07-22t05:11:00.000,3.0,106,,,
,arrival,landed,icn,rksi,1,2024-07-22t02:25:00.000,2024-07-22t02:45:00.000,pqc,vvpq,2024-07-22t05:50:00.000,,a1,a1,2979,a12979,a12979,vietjet air,vj,vjc,979,vj979,vjc979,48.0,2024-07-22t03:12:00.000,2024-07-22t03:12:00.000,2024-07-22t03:12:00.000,2024-07-22t06:11:00.000,2024-07-22t06:11:00.000,2024-07-22t06:11:00.000,2024-07-22t06:10:00.000,22.0,110,,,
,arrival,landed,icn,rksi,1,2024-07-22t02:25:00.000,2024-07-22t02:45:00.000,pqc,vvpq,2024-07-22t05:50:00.000,flexflight,w2,fxt,4979,w24979,fxt4979,vietjet air,vj,vjc,979,vj979,vjc979,48.0,2024-07-22t03:12:00.000,2024-07-22t03:12:00.000,2024-07-22t03:12:00.000,2024-07-22t06:11:00.000,2024-07-22t06:11:00.000,2024-07-22t06:11:00.000,2024-07-22t06:10:00.000,22.0,110,,,
,arrival,landed,icn,rksi,1,2024-07-22t02:25:00.000,2024-07-22t02:45:00.000,pqc,vvpq,2024-07-22t05:50:00.000,,h1,h1,4150,h14150,h14150,vietjet air,vj,vjc,979,vj979,vjc979,48.0,2024-07-22t03:12:00.000,2024-07-22t03:12:00.000,2024-07-22t03:12:00.000,2024-07-22t06:11:00.000,2024-07-22t06:11:00.000,2024-07-22t06:11:00.000,2024-07-22t06:10:00.000,22.0,110,,,
,arrival,landed,icn,rksi,1,2024-07-22t02:25:00.000,2024-07-22t02:45:00.000,pqc,vvpq,2024-07-22t05:50:00.000,vietjet air,vj,vjc,979,vj979,vjc979,,,,,,,48.0,2024-07-22t03:12:00.000,2024-07-22t03:12:00.000,2024-07-22t03:12:00.000,2024-07-22t06:11:00.000,2024-07-22t06:11:00.000,2024-07-22t06:11:00.000,2024-07-22t06:10:00.000,22.0,110,,,
,arrival,landed,sgn,vvts,1,2024-07-22t05:40:00.000,2024-07-22t05:40:00.000,pqc,vvpq,2024-07-22t06:40:00.000,,a1,a1,2321,a12321,a12321,vietjet air,vj,vjc,321,vj321,vjc321,62.0,2024-07-22t06:41:00.000,2024-07-22t06:41:00.000,2024-07-22t06:41:00.000,2024-07-22t07:17:00.000,2024-07-22t07:17:00.000,2024-07-22t07:17:00.000,,38.0,,,,
,arrival,landed,sgn,vvts,1,2024-07-22t05:40:00.000,2024-07-22t05:40:00.000,pqc,vvpq,2024-07-22t06:40:00.000,flexflight,w2,fxt,4321,w24321,fxt4321,vietjet air,vj,vjc,321,vj321,vjc321,62.0,2024-07-22t06:41:00.000,2024-07-22t06:41:00.000,2024-07-22t06:41:00.000,2024-07-22t07:17:00.000,2024-07-22t07:17:00.000,2024-07-22t07:17:00.000,,38.0,,,,
,arrival,landed,sgn,vvts,1,2024-07-22t05:40:00.000,2024-07-22t05:40:00.000,pqc,vvpq,2024-07-22t06:40:00.000,,h1,h1,4318,h14318,h14318,vietjet air,vj,vjc,321,vj321,vjc321,62.0,2024-07-22t06:41:00.000,2024-07-22t06:41:00.000,2024-07-22t06:41:00.000,2024-07-22t07:17:00.000,2024-07-22t07:17:00.000,2024-07-22t07:17:00.000,,38.0,,,,
,arrival,landed,sgn,vvts,1,2024-07-22t05:40:00.000,2024-07-22t05:40:00.000,pqc,vvpq,2024-07-22t06:40:00.000,vietjet air,vj,vjc,321,vj321,vjc321,,,,,,,62.0,2024-07-22t06:41:00.000,2024-07-22t06:41:00.000,2024-07-22t06:41:00.000,2024-07-22t07:17:00.000,2024-07-22t07:17:00.000,2024-07-22t07:17:00.000,,38.0,,,,
,arrival,landed,sgn,vvts,1,2024-07-22t06:00:00.000,2024-07-22t06:00:00.000,pqc,vvpq,2024-07-22t07:05:00.000,vietnam airlines,vn,hvn,1821,vn1821,hvn1821,,,,,,,22.0,2024-07-22t06:22:00.000,2024-07-22t06:22:00.000,2024-07-22t06:22:00.000,2024-07-22t06:56:00.000,2024-07-22t06:56:00.000,2024-07-22t06:56:00.000,2024-07-22t06:55:00.000,,,,,
,arrival,landed,han,vvnb,t1,2024-07-22t05:50:00.000,2024-07-22t05:50:00.000,pqc,vvpq,2024-07-22t08:00:00.000,vietnam airlines,vn,hvn,1231,vn1231,hvn1231,,,,,,,13.0,2024-07-22t06:03:00.000,2024-07-22t06:03:00.000,2024-07-22t06:03:00.000,2024-07-22t07:45:00.000,2024-07-22t07:45:00.000,2024-07-22t07:45:00.000,2024-07-22t07:42:00.000,,,,,
,arrival,unknown,sgn,vvts,1,2024-07-22t07:00:00.000,,pqc,vvpq,2024-07-22t08:05:00.000,vietravel airlines,vu,vag,309,vu309,vag309,,,,,,,,,,,,,,,,,,,
,arrival,landed,icn,rksi,1,2024-07-22t05:00:00.000,2024-07-22t06:00:00.000,pqc,vvpq,2024-07-22t08:25:00.000,,h1,h1,4078,h14078,h14078,vietjet air,vj,vjc,977,vj977,vjc977,88.0,2024-07-22t06:28:00.000,2024-07-22t06:28:00.000,2024-07-22t06:28:00.000,,,,2024-07-22t09:34:00.000,69.0,109,,,
,arrival,landed,icn,rksi,1,2024-07-22t05:00:00.000,2024-07-22t06:00:00.000,pqc,vvpq,2024-07-22t08:25:00.000,,a1,a1,2977,a12977,a12977,vietjet air,vj,vjc,977,vj977,vjc977,88.0,2024-07-22t06:28:00.000,2024-07-22t06:28:00.000,2024-07-22t06:28:00.000,,,,2024-07-22t09:34:00.000,69.0,109,,,
,arrival,landed,icn,rksi,1,2024-07-22t05:00:00.000,2024-07-22t06:00:00.000,pqc,vvpq,2024-07-22t08:25:00.000,flexflight,w2,fxt,4977,w24977,fxt4977,vietjet air,vj,vjc,977,vj977,vjc977,88.0,2024-07-22t06:28:00.000,2024-07-22t06:28:00.000,2024-07-22t06:28:00.000,,,,2024-07-22t09:34:00.000,69.0,109,,,
,arrival,landed,icn,rksi,1,2024-07-22t05:00:00.000,2024-07-22t06:00:00.000,pqc,vvpq,2024-07-22t08:25:00.000,vietjet air,vj,vjc,977,vj977,vjc977,,,,,,,88.0,2024-07-22t06:28:00.000,2024-07-22t06:28:00.000,2024-07-22t06:28:00.000,,,,2024-07-22t09:34:00.000,69.0,109,,,
,arrival,landed,sgn,vvts,1,2024-07-22t07:30:00.000,2024-07-22t07:30:00.000,pqc,vvpq,2024-07-22t08:30:00.000,,a1,a1,2323,a12323,a12323,vietjet air,vj,vjc,323,vj323,vjc323,15.0,2024-07-22t07:44:00.000,2024-07-22t07:44:00.000,2024-07-22t07:44:00.000,2024-07-22t08:19:00.000,2024-07-22t08:19:00.000,2024-07-22t08:19:00.000,,,,,,
,arrival,landed,sgn,vvts,1,2024-07-22t07:30:00.000,2024-07-22t07:30:00.000,pqc,vvpq,2024-07-22t08:30:00.000,flexflight,w2,fxt,4323,w24323,fxt4323,vietjet air,vj,vjc,323,vj323,vjc323,15.0,2024-07-22t07:44:00.000,2024-07-22t07:44:00.000,2024-07-22t07:44:00.000,2024-07-22t08:19:00.000,2024-07-22t08:19:00.000,2024-07-22t08:19:00.000,,,,,,
,arrival,landed,sgn,vvts,1,2024-07-22t07:30:00.000,2024-07-22t07:30:00.000,pqc,vvpq,2024-07-22t08:30:00.000,,h1,h1,4394,h14394,h14394,vietjet air,vj,vjc,323,vj323,vjc323,15.0,2024-07-22t07:44:00.000,2024-07-22t07:44:00.000,2024-07-22t07:44:00.000,2024-07-22t08:19:00.000,2024-07-22t08:19:00.000,2024-07-22t08:19:00.000,,,,,,
,arrival,landed,sgn,vvts,1,2024-07-22t07:30:00.000,2024-07-22t07:30:00.000,pqc,vvpq,2024-07-22t08:30:00.000,vietjet air,vj,vjc,323,vj323,vjc323,,,,,,,15.0,2024-07-22t07:44:00.000,2024-07-22t07:44:00.000,2024-07-22t07:44:00.000,2024-07-22t08:19:00.000,2024-07-22t08:19:00.000,2024-07-22t08:19:00.000,,,,,,
,arrival,landed,han,vvnb,t1,2024-07-22t06:30:00.000,2024-07-22t06:30:00.000,pqc,vvpq,2024-07-22t08:35:00.000,,a1,a1,2451,a12451,a12451,vietjet air,vj,vjc,451,vj451,vjc451,16.0,2024-07-22t06:46:00.000,2024-07-22t06:46:00.000,2024-07-22t06:46:00.000,2024-07-22t08:33:00.000,2024-07-22t08:33:00.000,2024-07-22t08:33:00.000,2024-07-22t08:32:00.000,,,,,
,arrival,landed,han,vvnb,t1,2024-07-22t06:30:00.000,2024-07-22t06:30:00.000,pqc,vvpq,2024-07-22t08:35:00.000,flexflight,w2,fxt,4451,w24451,fxt4451,vietjet air,vj,vjc,451,vj451,vjc451,16.0,2024-07-22t06:46:00.000,2024-07-22t06:46:00.000,2024-07-22t06:46:00.000,2024-07-22t08:33:00.000,2024-07-22t08:33:00.000,2024-07-22t08:33:00.000,2024-07-22t08:32:00.000,,,,,
,arrival,landed,han,vvnb,t1,2024-07-22t06:30:00.000,2024-07-22t06:30:00.000,pqc,vvpq,2024-07-22t08:35:00.000,,h1,h1,4124,h14124,h14124,vietjet air,vj,vjc,451,vj451,vjc451,16.0,2024-07-22t06:46:00.000,2024-07-22t06:46:00.000,2024-07-22t06:46:00.000,2024-07-22t08:33:00.000,2024-07-22t08:33:00.000,2024-07-22t08:33:00.000,2024-07-22t08:32:00.000,,,,,
,arrival,landed,han,vvnb,t1,2024-07-22t06:30:00.000,2024-07-22t06:30:00.000,pqc,vvpq,2024-07-22t08:35:00.000,vietjet air,vj,vjc,451,vj451,vjc451,,,,,,,16.0,2024-07-22t06:46:00.000,2024-07-22t06:46:00.000,2024-07-22t06:46:00.000,2024-07-22t08:33:00.000,2024-07-22t08:33:00.000,2024-07-22t08:33:00.000,2024-07-22t08:32:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-07-22t08:35:00.000,2024-07-22t08:35:00.000,pqc,vvpq,2024-07-22t09:35:00.000,vietnam airlines,vn,hvn,1823,vn1823,hvn1823,,,,,,,21.0,2024-07-22t08:55:00.000,2024-07-22t08:55:00.000,2024-07-22t08:55:00.000,2024-07-22t09:29:00.000,2024-07-22t09:29:00.000,2024-07-22t09:29:00.000,2024-07-22t09:27:00.000,,,,,
,arrival,landed,bkk,vtbs,,2024-07-22t09:20:00.000,2024-07-22t09:20:00.000,pqc,vvpq,2024-07-22t10:40:00.000,vietjet air,vj,vjc,980,vj980,vjc980,,,,,,,10.0,2024-07-22t09:30:00.000,2024-07-22t09:30:00.000,2024-07-22t09:30:00.000,2024-07-22t10:29:00.000,2024-07-22t10:29:00.000,2024-07-22t10:29:00.000,2024-07-22t10:28:00.000,,,,,
,arrival,landed,pus,rkpk,i,2024-07-22t07:35:00.000,2024-07-22t07:35:00.000,pqc,vvpq,2024-07-22t11:00:00.000,,h1,h1,4290,h14290,h14290,vietjet air,vj,vjc,969,vj969,vjc969,18.0,2024-07-22t07:52:00.000,2024-07-22t07:52:00.000,2024-07-22t07:52:00.000,2024-07-22t10:48:00.000,2024-07-22t10:48:00.000,2024-07-22t10:48:00.000,2024-07-22t10:39:00.000,,1,,,
,arrival,landed,pus,rkpk,i,2024-07-22t07:35:00.000,2024-07-22t07:35:00.000,pqc,vvpq,2024-07-22t11:00:00.000,,a1,a1,2969,a12969,a12969,vietjet air,vj,vjc,969,vj969,vjc969,18.0,2024-07-22t07:52:00.000,2024-07-22t07:52:00.000,2024-07-22t07:52:00.000,2024-07-22t10:48:00.000,2024-07-22t10:48:00.000,2024-07-22t10:48:00.000,2024-07-22t10:39:00.000,,1,,,
,arrival,landed,pus,rkpk,i,2024-07-22t07:35:00.000,2024-07-22t07:35:00.000,pqc,vvpq,2024-07-22t11:00:00.000,flexflight,w2,fxt,4969,w24969,fxt4969,vietjet air,vj,vjc,969,vj969,vjc969,18.0,2024-07-22t07:52:00.000,2024-07-22t07:52:00.000,2024-07-22t07:52:00.000,2024-07-22t10:48:00.000,2024-07-22t10:48:00.000,2024-07-22t10:48:00.000,2024-07-22t10:39:00.000,,1,,,
,arrival,landed,pus,rkpk,i,2024-07-22t07:35:00.000,2024-07-22t07:35:00.000,pqc,vvpq,2024-07-22t11:00:00.000,vietjet air,vj,vjc,969,vj969,vjc969,,,,,,,18.0,2024-07-22t07:52:00.000,2024-07-22t07:52:00.000,2024-07-22t07:52:00.000,2024-07-22t10:48:00.000,2024-07-22t10:48:00.000,2024-07-22t10:48:00.000,2024-07-22t10:39:00.000,,1,,,
,arrival,landed,han,vvnb,t1,2024-07-22t08:55:00.000,,pqc,vvpq,2024-07-22t11:05:00.000,air france,af,afr,3320,af3320,afr3320,vietnam airlines,vn,hvn,1237,vn1237,hvn1237,14.0,2024-07-22t09:09:00.000,2024-07-22t09:09:00.000,2024-07-22t09:09:00.000,2024-07-22t10:51:00.000,2024-07-22t10:51:00.000,2024-07-22t10:51:00.000,2024-07-22t10:50:00.000,,,,,
,arrival,landed,han,vvnb,t1,2024-07-22t08:55:00.000,,pqc,vvpq,2024-07-22t11:05:00.000,vietnam airlines,vn,hvn,1237,vn1237,hvn1237,,,,,,,14.0,2024-07-22t09:09:00.000,2024-07-22t09:09:00.000,2024-07-22t09:09:00.000,2024-07-22t10:51:00.000,2024-07-22t10:51:00.000,2024-07-22t10:51:00.000,2024-07-22t10:50:00.000,,,,,
,arrival,unknown,sgn,vvts,1,2024-07-22t10:15:00.000,2024-07-22t10:15:00.000,pqc,vvpq,2024-07-22t11:15:00.000,,a1,a1,2325,a12325,a12325,vietjet air,vj,vjc,325,vj325,vjc325,,,,,,,,,,,,,
,arrival,unknown,sgn,vvts,1,2024-07-22t10:15:00.000,2024-07-22t10:15:00.000,pqc,vvpq,2024-07-22t11:15:00.000,flexflight,w2,fxt,4325,w24325,fxt4325,vietjet air,vj,vjc,325,vj325,vjc325,,,,,,,,,,,,,
,arrival,unknown,sgn,vvts,1,2024-07-22t10:15:00.000,2024-07-22t10:15:00.000,pqc,vvpq,2024-07-22t11:15:00.000,,h1,h1,4322,h14322,h14322,vietjet air,vj,vjc,325,vj325,vjc325,,,,,,,,,,,,,
,arrival,unknown,sgn,vvts,1,2024-07-22t10:15:00.000,2024-07-22t10:15:00.000,pqc,vvpq,2024-07-22t11:15:00.000,vietjet air,vj,vjc,325,vj325,vjc325,,,,,,,,,,,,,,,,,,,
,arrival,landed,sgn,vvts,1,2024-07-22t10:50:00.000,2024-07-22t10:50:00.000,pqc,vvpq,2024-07-22t11:50:00.000,air france,af,afr,5139,af5139,afr5139,vietnam airlines,vn,hvn,1825,vn1825,hvn1825,24.0,2024-07-22t11:14:00.000,2024-07-22t11:14:00.000,2024-07-22t11:14:00.000,2024-07-22t11:50:00.000,2024-07-22t11:50:00.000,2024-07-22t11:50:00.000,2024-07-22t11:48:00.000,,,,,
